Qty,Description,AUTHOR,DESCRIPTION,MF,MPN,POPULATE,TITLE,URL,VALUE,VER,VERIFIED,
1,,DOCFIELD,DOCFIELD,FRAME1,DOCUMENT FIELD,JR,,,,,Atlas Port Double,
8,0.1uF,0.1UF-C0603C104K5RACTU,C0603,C1, C2, C3, C4, C5, C6, C7, C8,Kemet - C0603C104K5RACTU - CAP CER 0.1UF 50V X7R 0603,,,,,YES,,
8,1K,1K-ERJ-PB3D1001V,RC0603N,R1, R2, R3, R4, R5, R6, R7, R8,Panasonic - P20283CT-ND - RES SMD 1K OHM 0.5% 1/5W 0603,,,,,YES,,
2,5227161-9,BNC-5227161-9PTH,BNC,J2, J4,TE Connectivity AMP Connectors - 5227161-9 - CONN BNC JACK R/A 50 OHM PCB,,,,,,,
2,Atlas Stamp,ATLAS-STAMP,ATLAS-STAMP,J1, J5,,,,N/A,N/A,,,
2,I2C-HEADER,OPENAG-I2C-HEADER,OPENAG-I2C-HEADER,J3, J6,Fits standard 100 mil header footprint,,,,,NO,,
2,ISO1540,ISO1540DR,D8,U1, U3,Texas Instruments - ISO1540DR - DGTL ISO 2.5KV 2CH I2C 8SOIC,,,Texas Instruments,ISO1540DR,,,
2,RM-3.33.3S,RM3.33.3S,SIP4,U2, U4,Recom Power - RM-3.33.3S - CONV DC/DC 0.25W SGL 3.3VOUT SIP,,,,,,,
