Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
50	57	0	0.688705942	101333.622	101333.592	101333.471	101333.669	0.198212468	0	0	3651.64	0	0	3
51	58	0	0.702480061	101333.626	101333.594	101333.471	101333.669	0.198212468	0	0	3646.66	0	0	3
52	59	0	0.71625418	101333.627	101333.595	101333.471	101333.669	0.198212468	0	0	3654.07	0	0	3
53	60	0	0.730028299	101333.625	101333.597	101333.471	101333.669	0.198212468	0	0	3648.06	0	0	3
54	61	0	0.743802418	101333.624	101333.598	101333.471	101333.669	0.198212468	0	0	3638.79	0	0	3
55	62	0	0.757576536	101333.621	101333.6	101333.471	101333.669	0.198212468	0	0	3651.34	0	0	3
56	63	0	0.771350655	101333.62	101333.603	101333.471	101333.669	0.198212468	0	0	3644.79	0	0	3
57	64	0	0.785124774	101333.62	101333.607	101333.471	101333.669	0.198212468	0	0	3637.53	0	0	3
58	66	0	0.798898893	101333.617	101333.61	101333.471	101333.669	0.198212468	0	0	3639.43	0	0	3
59	67	0	0.812673012	101333.614	101333.614	101333.519	101333.669	0.149579197	0	0	3633.77	0	0	3
60	68	0	0.826447131	101333.614	101333.617	101333.565	101333.669	0.103555391	0	0	3624.8	0	0	3
61	69	0	0.840221249	101333.608	101333.618	101333.597	101333.669	0.0716861435	0	0	3640.21	0	0	3
62	70	0	0.853995368	101333.603	101333.617	101333.597	101333.669	0.0716861435	0	0	3630.74	0	0	3
63	71	0	0.867769487	101333.6	101333.615	101333.597	101333.669	0.0716861435	0	0	3624.96	0	0	3
64	72	0	0.881543606	101333.6	101333.614	101333.597	101333.656	0.0589232752	0	0	3621.34	0	0	3
65	73	0	0.895317725	101333.6	101333.612	101333.597	101333.633	0.036157194	0	0	3621.75	0	0	3
66	74	0	0.909091844	101333.594	101333.611	101333.594	101333.627	0.0324738512	0	0	3627.82	0	0	3
67	75	0	0.922865962	101333.587	101333.61	101333.587	101333.627	0.0394119084	0	0	3618.88	0	0	3
68	77	0	0.936640081	101333.586	101333.609	101333.586	101333.627	0.0404317283	0	0	3614.66	0	0	3
69	78	0	0.9504142	101333.589	101333.609	101333.586	101333.627	0.0404317283	0	0	3617.58	0	0	3
70	79	0	0.964188319	101333.591	101333.609	101333.586	101333.627	0.0404317283	0	0	3614.08	0	0	3
71	80	0	0.977962438	101333.589	101333.608	101333.586	101333.627	0.0404317283	0	0	3614.08	0	0	3
72	81	0	0.991736557	101333.587	101333.608	101333.586	101333.627	0.0404317283	0	0	3596.62	0	0	3
73	82	0	1.00551068	101333.58	101333.607	101333.58	101333.627	0.0462779465	0.0514762807	100	3611.5	0	0	3
74	83	0	1.01928479	101333.577	101333.606	101333.577	101333.627	0.0497023269	0.0514762807	100	3600.51	0	0	3
75	84	0	1.03305891	101333.577	101333.606	101333.577	101333.627	0.0499414532	0.0514762807	100	3596.9	0	0	3
76	85	0	1.04683303	101333.573	101333.605	101333.573	101333.627	0.0534005107	0.0514762807	96.3	3604.93	0	0	3
77	86	0	1.06060715	101333.57	101333.604	101333.57	101333.627	0.0567730394	0.0514762807	90.6	3600.79	0	0	3
78	87	0	1.07438127	101333.568	101333.603	101333.568	101333.627	0.0583817392	0.0514762807	88.1	3599.48	0	0	3
79	88	0	1.08815539	101333.568	101333.602	101333.568	101333.627	0.0583817392	0.0514762807	88.1	3605.62	0	0	3
80	90	0	1.10192951	101333.571	101333.601	101333.568	101333.627	0.0583817392	0.0514762807	88.1	3586.57	0	0	3
81	91	0	1.11570363	101333.57	101333.6	101333.568	101333.627	0.0545383413	0.0514762807	94.3	3586.54	0	0	3
82	92	0	1.12947775	101333.565	101333.599	101333.565	101333.627	0.0425835363	0.0514762807	100	3589.97	0	0	3
83	93	0	1.14325186	101333.564	101333.597	101333.564	101333.627	0.0349493632	0.0514762807	100	3587.59	0	0	3
84	94	0	1.15702598	101333.563	101333.596	101333.563	101333.627	0.031649413	0.0514762807	100	3587.38	0	0	3
85	95	0	1.1708001	101333.562	101333.594	101333.562	101333.627	0.0278674968	0.0514762807	100	3598.8	0	0	3
86	96	0	1.18457422	101333.559	101333.593	101333.559	101333.627	0.0255635057	0.0514762807	100	3595.54	0	0	3
87	97	0	1.19834834	101333.559	101333.591	101333.559	101333.627	0.0268913695	0.0514762807	100	3575.62	0	0	3
88	98	0	1.21212246	101333.557	101333.589	101333.557	101333.627	0.0287481076	0.0514762807	100	3587.32	0	0	3
89	100	0	1.22589658	101333.554	101333.587	101333.554	101333.625	0.0307162993	0.0514762807	100	3581.58	0	0	3
90	101	0	1.2396707	101333.552	101333.585	101333.552	101333.624	0.032667734	0.0514762807	100	3579.58	0	0	3
91	102	0	1.25344481	101333.55	101333.583	101333.55	101333.621	0.0346533966	0.0514762807	100	3589.67	0	0	3
92	103	0	1.26721893	101333.551	101333.581	101333.55	101333.62	0.0365449198	0.0514762807	100	3587.65	0	0	3
93	105	0	1.28099305	101333.551	101333.58	101333.55	101333.62	0.0384061308	0.0514762807	100	3600.18	0	0	3
94	106	0	1.29476717	101333.552	101333.578	101333.55	101333.617	0.0402520495	0.0514762807	100	3612.94	0	0	3
95	107	0	1.30854129	101333.548	101333.576	101333.548	101333.614	0.0421178025	0.0514762807	100	3614.51	0	0	3
96	109	0	1.32231541	101333.548	101333.574	101333.548	101333.614	0.0438932798	0.0514762807	100	3606.6	0	0	3
97	110	0	1.33608953	101333.55	101333.572	101333.548	101333.608	0.0456068784	0.0514762807	100	3616.84	0	0	3
98	111	0	1.34986365	101333.555	101333.571	101333.548	101333.603	0.046305836	0.0514762807	100	3618.94	0	0	3
99	113	0	1.36363777	101333.556	101333.57	101333.548	101333.6	0.0457702503	0.0514762807	100	3621.34	0	0	3
100	114	0	1.37741188	101333.559	101333.569	101333.548	101333.6	0.045029959	0.0514762807	100	3617.97	0	0	3
101	116	0	1.391186	101333.561	101333.567	101333.548	101333.6	0.0445761538	0.0514762807	100	3629.44	0	0	3
102	117	0	1.40496012	101333.565	101333.567	101333.548	101333.594	0.0444474592	0.0514762807	100	3627.5	0	0	3
103	118	0	1.41873424	101333.564	101333.566	101333.548	101333.591	0.0430571168	0.0514762807	100	3635.31	0	0	3
104	120	0	1.43250836	101333.566	101333.565	101333.548	101333.591	0.0430571168	0.0514762807	100	3629.88	0	0	3
105	121	0	1.44628248	101333.567	101333.565	101333.548	101333.591	0.0430571168	0.0514762807	100	3639.25	0	0	3
106	122	0	1.4600566	101333.571	101333.564	101333.548	101333.591	0.0430571168	0.0514762807	100	3637.05	0	0	3
107	123	0	1.47383072	101333.572	101333.564	101333.548	101333.589	0.0415160039	0.0514762807	100	3641.23	0	0	3
108	125	0	1.48760484	101333.574	101333.563	101333.548	101333.587	0.0391710057	0.0514762807	100	3637.98	0	0	3
109	126	0	1.50137895	101333.574	101333.563	101333.548	101333.58	0.032426953	0.0514762807	100	3649.44	0	0	3
110	127	0	1.51515307	101333.579	101333.563	101333.548	101333.579	0.0313615027	0.0514762807	100	3647.03	0	0	3
111	128	0	1.52892719	101333.58	101333.563	101333.548	101333.58	0.0323474054	0.0514762807	100	3651.83	0	0	3
112	130	0	1.54270131	101333.583	101333.563	101333.548	101333.583	0.035521704	0.0514762807	100	3648.07	0	0	3
113	131	0	1.55647543	101333.583	101333.563	101333.548	101333.583	0.035521704	0.0514762807	100	3658.08	0	0	3
114	132	0	1.57024955	101333.587	101333.564	101333.548	101333.587	0.0386217727	0.0514762807	100	3655.6	0	0	3
115	133	0	1.58402367	101333.587	101333.564	101333.548	101333.587	0.0389483576	0.0514762807	100	3661.2	0	0	3
116	135	0	1.59779779	101333.592	101333.565	101333.548	101333.592	0.0379132404	0.0514762807	100	3656.59	0	0	3
117	136	0	1.6115719	101333.595	101333.566	101333.548	101333.595	0.0369180951	0.0514762807	100	3666.2	0	0	3
118	137	0	1.62534602	101333.598	101333.566	101333.548	101333.598	0.0358076224	0.0514762807	100	3662.89	0	0	3
119	138	0	1.63912014	101333.596	101333.567	101333.548	101333.598	0.0345634074	0.0514762807	100	3669.1	0	0	3
120	140	0	1.65289426	101333.6	101333.568	101333.548	101333.6	0.033188238	0.0514762807	100	3663.83	0	0	3
121	141	0	1.66666838	101333.602	101333.569	101333.548	101333.602	0.0316631914	0.0514762807	100	3674.5	0	0	3
122	142	0	1.6804425	101333.607	101333.57	101333.548	101333.607	0.0299138891	0.0514762807	100	3671.98	0	0	3
123	144	0	1.69421662	101333.606	101333.572	101333.548	101333.607	0.0282292527	0.0514762807	100	3679.31	0	0	3
124	145	0	1.70799074	101333.609	101333.573	101333.548	101333.609	0.0263725146	0.0514762807	100	3673.86	0	0	3
125	146	0	1.72176486	101333.611	101333.575	101333.548	101333.611	0.0244043229	0.0514762807	100	3681.88	0	0	3
126	147	0	1.73553897	101333.615	101333.576	101333.548	101333.615	0.0224528881	0.0514762807	100	3678.63	0	0	3
127	149	0	1.74931309	101333.615	101333.578	101333.548	101333.615	0.0204672256	0.0514762807	100	3684.01	0	0	3
128	150	0	1.76308721	101333.619	101333.58	101333.548	101333.619	0.0185757024	0.0514762807	100	3679.44	0	0	3
129	151	0	1.77686133	101333.619	101333.582	101333.548	101333.619	0.0187127326	0.0514762807	100	3688.25	0	0	3
130	152	0	1.79063545	101333.622	101333.583	101333.548	101333.622	0.0206343144	0.0514762807	100	3685.07	0	0	3
131	154	0	1.80440957	101333.622	101333.585	101333.548	101333.622	0.0225165368	0.0514762807	100	3691.64	0	0	3
132	155	0	1.81818369	101333.625	101333.587	101333.548	101333.625	0.0246053734	0.0514762807	100	3686.76	0	0	3
133	156	0	1.83195781	101333.626	101333.59	101333.55	101333.626	0.0267089921	0.0514762807	100	3695.68	0	0	3
134	157	0	1.84573192	101333.629	101333.592	101333.555	101333.629	0.028850362	0.0514762807	100	3692.49	0	0	3
135	159	0	1.85950604	101333.63	101333.594	101333.556	101333.63	0.0308693347	0.0514762807	100	3697.93	0	0	3
136	160	0	1.87328016	101333.634	101333.596	101333.559	101333.634	0.0329906316	0.0514762807	100	3692.79	0	0	3
137	161	0	1.88705428	101333.635	101333.598	101333.561	101333.635	0.0350331031	0.0514762807	100	3700.79	0	0	3
138	162	0	1.9008284	101333.639	101333.6	101333.564	101333.639	0.0371447163	0.0514762807	100	3698.26	0	0	3
