Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
18	22	0	0.247934139	293.199987	293.199992	293.199987	293.199997	5.30403497e-006	0	0	2.73005	0	0	3
19	23	0	0.261708258	293.199987	293.199991	293.199987	293.199997	5.55772698e-006	0	0	2.83329	0	0	3
20	24	0	0.275482377	293.199987	293.199991	293.199987	293.199997	5.79674543e-006	0	0	2.73519	0	0	3
21	25	0	0.289256496	293.199986	293.199991	293.199986	293.199997	6.03400815e-006	0	0	2.68733	0	0	3
22	26	0	0.303030615	293.199985	293.199991	293.199985	293.199997	6.29192198e-006	0	0	2.87327	0	0	3
23	27	0	0.316804733	293.199987	293.19999	293.199985	293.199997	6.43148013e-006	0	0	2.85135	0	0	3
24	28	0	0.330578852	293.199998	293.199991	293.199985	293.199998	6.43148013e-006	0	0	2.77595	0	0	3
25	29	0	0.344352971	293.200015	293.199992	293.199985	293.200015	6.43148013e-006	0	0	2.74215	0	0	3
26	30	0	0.35812709	293.200043	293.199994	293.199985	293.200043	6.43148013e-006	0	0	2.8276	0	0	3
27	31	0	0.371901209	293.200069	293.199997	293.199985	293.200069	6.43148013e-006	0	0	2.77246	0	0	3
28	32	0	0.385675328	293.200089	293.2	293.199985	293.200089	9.37920794e-006	0	0	2.72784	0	0	3
29	33	0	0.399449446	293.200107	293.200004	293.199985	293.200107	1.30775713e-005	0	0	2.6936	0	0	3
30	34	0	0.413223565	293.200122	293.200008	293.199985	293.200122	1.70422069e-005	0	0	2.68961	0	0	3
31	36	0	0.426997684	293.200145	293.200012	293.199985	293.200145	2.14658699e-005	0	0	2.6686	0	0	3
32	37	0	0.440771803	293.200163	293.200017	293.199985	293.200163	2.61995838e-005	0	0	2.61554	0	0	3
33	38	0	0.454545922	293.200182	293.200022	293.199985	293.200182	3.12004885e-005	0	0	2.62389	0	0	3
34	39	0	0.468320041	293.200198	293.200027	293.199985	293.200198	3.63944347e-005	0	0	2.54478	0	0	3
35	40	0	0.48209416	293.200216	293.200032	293.199985	293.200216	4.17861583e-005	0	0	2.73644	0	0	3
36	41	0	0.495868278	293.200241	293.200038	293.199985	293.200241	4.75760825e-005	0	0	2.68702	0	0	3
37	42	0	0.509642397	293.200266	293.200044	293.199985	293.200266	5.37275686e-005	0	0	2.71488	0	0	3
38	44	0	0.523416516	293.200284	293.200052	293.199985	293.200284	6.14777421e-005	0	0	2.50647	0	0	3
39	45	0	0.537190635	293.200301	293.20006	293.199985	293.200301	6.97017036e-005	0	0	2.74567	0	0	3
40	46	0	0.550964754	293.20032	293.200069	293.199985	293.20032	7.84484012e-005	0	0	2.71851	0	0	3
41	47	0	0.564738873	293.200349	293.200078	293.199985	293.200349	8.79695493e-005	0	0	2.63598	0	0	3
42	48	0	0.578512991	293.200373	293.200089	293.199985	293.200373	9.81754697e-005	0	0	2.52522	0	0	3
43	49	0	0.59228711	293.200397	293.2001	293.199985	293.200397	0.000109028463	0	0	2.68628	0	0	3
44	50	0	0.606061229	293.200414	293.200111	293.199985	293.200414	0.00012039347	0	0	2.69984	0	0	3
45	51	0	0.619835348	293.200432	293.200123	293.199985	293.200432	0.000132266994	0	0	2.58662	0	0	3
46	52	0	0.633609467	293.200451	293.200135	293.199985	293.200451	0.000144687654	0	0	2.48352	0	0	3
47	54	0	0.647383586	293.20047	293.200148	293.199985	293.20047	0.000157645339	0	0	2.68699	0	0	3
48	55	0	0.661157704	293.20049	293.200162	293.199985	293.20049	0.000171170773	0	0	2.68402	0	0	3
49	56	0	0.674931823	293.200505	293.200176	293.199985	293.200505	0.00018509888	0	0	2.61776	0	0	3
50	57	0	0.688705942	293.200514	293.20019	293.199985	293.200514	0.000199304775	0	0	2.77812	0	0	3
51	58	0	0.702480061	293.200524	293.200204	293.199985	293.200524	0.000213804095	0	0	2.6938	0	0	3
52	59	0	0.71625418	293.200549	293.200219	293.199985	293.200549	0.000228992939	0	0	2.72742	0	0	3
53	60	0	0.730028299	293.200563	293.200235	293.199985	293.200563	0.00024457039	0	0	2.73186	0	0	3
54	61	0	0.743802418	293.200571	293.200251	293.199985	293.200571	0.000260337056	0	0	2.734	0	0	3
55	62	0	0.757576536	293.200575	293.200267	293.199985	293.200575	0.000276214879	0	0	2.72116	0	0	3
56	63	0	0.771350655	293.20059	293.200283	293.199985	293.20059	0.000292513556	0	0	2.75616	0	0	3
57	64	0	0.785124774	293.200601	293.2003	293.199985	293.200601	0.000309125195	0	0	2.73211	0	0	3
58	66	0	0.798898893	293.200608	293.200316	293.199985	293.200608	0.000325920433	0	0	2.72002	0	0	3
59	67	0	0.812673012	293.200611	293.200333	293.199987	293.200611	0.000342823427	0	0	2.73502	0	0	3
60	68	0	0.826447131	293.200625	293.200351	293.199998	293.200625	0.000359738503	0	0	2.75099	0	0	3
61	69	0	0.840221249	293.200641	293.200368	293.200015	293.200641	0.000376140036	0	0	2.69961	0	0	3
62	70	0	0.853995368	293.200644	293.200385	293.200043	293.200644	0.000391166608	0	0	2.7434	0	0	3
63	71	0	0.867769487	293.200642	293.200401	293.200069	293.200644	0.000404552456	0	0	2.7068	0	0	3
64	72	0	0.881543606	293.200647	293.200417	293.200089	293.200647	0.00041685656	0	0	2.73579	0	0	3
65	73	0	0.895317725	293.200663	293.200432	293.200107	293.200663	0.000428659454	0	0	2.75753	0	0	3
66	74	0	0.909091844	293.200681	293.200448	293.200122	293.200681	0.000440209933	0	0	2.70692	0	0	3
67	75	0	0.922865962	293.200682	293.200463	293.200145	293.200682	0.0004509078	0	0	2.72334	0	0	3
68	77	0	0.936640081	293.200676	293.200477	293.200163	293.200682	0.000460530443	0	0	2.71901	0	0	3
69	78	0	0.9504142	293.200678	293.200491	293.200182	293.200682	0.000469446185	0	0	2.72691	0	0	3
70	79	0	0.964188319	293.200686	293.200505	293.200198	293.200686	0.000477884278	0	0	2.72813	0	0	3
71	80	0	0.977962438	293.200695	293.200518	293.200216	293.200695	0.000479240791	0	0	2.70055	0	0	3
72	81	0	0.991736557	293.200697	293.200531	293.200241	293.200697	0.00045608409	0	0	2.72523	0	0	3
73	82	0	1.00551068	293.200698	293.200544	293.200266	293.200698	0.000432651025	2.13932618e-005	4.9	2.68579	0	0	3
74	83	0	1.01928479	293.200698	293.200555	293.200284	293.200698	0.000414644195	2.13932618e-005	5.1	2.72726	0	0	3
75	84	0	1.03305891	293.200706	293.200567	293.200301	293.200706	0.000405330953	2.15149535e-005	5.3	2.71943	0	0	3
76	85	0	1.04683303	293.200721	293.200578	293.20032	293.200721	0.000401410138	2.17061267e-005	5.4	2.68365	0	0	3
77	86	0	1.06060715	293.200724	293.200589	293.200349	293.200724	0.000374993825	2.18175545e-005	5.8	2.68368	0	0	3
78	87	0	1.07438127	293.200715	293.200599	293.200373	293.200724	0.000350150574	2.18844112e-005	6.2	2.6924	0	0	3
79	88	0	1.08815539	293.200721	293.200608	293.200397	293.200724	0.000327070967	2.19289823e-005	6.7	2.68536	0	0	3
80	90	0	1.10192951	293.200725	293.200617	293.200414	293.200725	0.000310705666	2.19660773e-005	7	2.68888	0	0	3
81	91	0	1.11570363	293.200728	293.200626	293.200432	293.200728	0.00029576483	2.20057657e-005	7.4	2.68681	0	0	3
82	92	0	1.12947775	293.200727	293.200634	293.200451	293.200728	0.000276977428	2.20366345e-005	7.9	2.67041	0	0	3
83	93	0	1.14325186	293.200731	293.200641	293.20047	293.200731	0.00026036115	2.20690432e-005	8.4	2.69624	0	0	3
84	94	0	1.15702598	293.20073	293.200648	293.20049	293.200731	0.000240480422	2.20955595e-005	9.1	2.68756	0	0	3
85	95	0	1.1708001	293.200737	293.200655	293.200505	293.200737	0.000232863705	2.21348724e-005	9.5	2.64001	0	0	3
86	96	0	1.18457422	293.200735	293.200661	293.200514	293.200737	0.000223661841	2.21681371e-005	9.9	2.66315	0	0	3
87	97	0	1.19834834	293.20074	293.200667	293.200524	293.20074	0.000215618835	2.22015403e-005	10.2	2.66651	0	0	3
88	98	0	1.21212246	293.200742	293.200673	293.200549	293.200742	0.000193227132	2.22353035e-005	11.5	2.65406	0	0	3
89	100	0	1.22589658	293.200752	293.200679	293.200563	293.200752	0.000188858547	2.22834576e-005	11.7	2.66075	0	0	3
90	101	0	1.2396707	293.200752	293.200684	293.200571	293.200752	0.000181467116	2.23259466e-005	12.3	2.66906	0	0	3
91	102	0	1.25344481	293.200752	293.200689	293.200575	293.200752	0.00017733753	2.23637145e-005	12.6	2.62572	0	0	3
92	103	0	1.26721893	293.200743	293.200693	293.20059	293.200752	0.000162224002	2.23975069e-005	13.8	2.67598	0	0	3
93	105	0	1.28099305	293.20075	293.200697	293.200601	293.200752	0.000150858359	2.24279201e-005	14.8	2.62824	0	0	3
94	106	0	1.29476717	293.200758	293.200702	293.200608	293.200758	0.000150919382	2.24645982e-005	14.8	2.61337	0	0	3
95	107	0	1.30854129	293.20076	293.200706	293.200611	293.20076	0.000149278877	2.24968665e-005	15	2.60064	0	0	3
96	109	0	1.32231541	293.200754	293.20071	293.200625	293.20076	0.000135275295	2.2512721e-005	16.6	2.62206	0	0	3
97	110	0	1.33608953	293.200755	293.200713	293.200641	293.20076	0.000119184235	2.25056601e-005	18.8	2.62554	0	0	3
98	111	0	1.34986365	293.200759	293.200716	293.200642	293.20076	0.00011776054	2.24653065e-005	19	2.61422	0	0	3
99	113	0	1.36363777	293.200757	293.200719	293.200642	293.20076	0.00011776054	2.23981083e-005	19	2.59382	0	0	3
100	114	0	1.37741188	293.200754	293.200722	293.200647	293.20076	0.000112597722	2.23134993e-005	19.8	2.63118	0	0	3
101	116	0	1.391186	293.200751	293.200725	293.200663	293.20076	9.69089508e-005	2.22159971e-005	22.9	2.60392	0	0	3
102	117	0	1.40496012	293.200758	293.200728	293.200676	293.20076	8.4052052e-005	2.21093038e-005	26.3	2.63422	0	0	3
103	118	0	1.41873424	293.200758	293.20073	293.200676	293.20076	8.4052052e-005	2.19875642e-005	26.1	2.58775	0	0	3
104	120	0	1.43250836	293.200759	293.200732	293.200676	293.20076	8.4052052e-005	2.18555154e-005	26	2.62275	0	0	3
105	121	0	1.44628248	293.200757	293.200734	293.200678	293.20076	8.1552364e-005	2.17145776e-005	26.6	2.59157	0	0	3
106	122	0	1.4600566	293.200761	293.200736	293.200686	293.200761	7.5208311e-005	2.15684042e-005	28.6	2.61646	0	0	3
107	123	0	1.47383072	293.200763	293.200738	293.200695	293.200763	6.79274775e-005	2.14168349e-005	31.5	2.60813	0	0	3
108	125	0	1.48760484	293.200763	293.20074	293.200697	293.200763	6.60741986e-005	2.13932618e-005	32.3	2.61947	0	0	3
109	126	0	1.50137895	293.20076	293.200742	293.200698	293.200763	6.5245971e-005	2.13932618e-005	32.7	2.61479	0	0	3
110	127	0	1.51515307	293.200762	293.200744	293.200698	293.200763	6.5245971e-005	2.13932618e-005	32.7	2.61649	0	0	3
111	128	0	1.52892719	293.200763	293.200745	293.200706	293.200763	5.70457898e-005	2.13932618e-005	37.5	2.5924	0	0	3
112	130	0	1.54270131	293.200768	293.200747	293.200715	293.200768	5.26306613e-005	2.13932618e-005	40.6	2.63805	0	0	3
113	131	0	1.55647543	293.200767	293.200748	293.200715	293.200768	5.26306613e-005	2.13932618e-005	40.6	2.60256	0	0	3
114	132	0	1.57024955	293.20077	293.20075	293.200715	293.20077	5.50674988e-005	2.13932618e-005	38.8	2.62545	0	0	3
115	133	0	1.58402367	293.200765	293.200751	293.200721	293.20077	4.94440401e-005	2.13932618e-005	43.2	2.59205	0	0	3
116	135	0	1.59779779	293.200764	293.200752	293.200725	293.20077	4.56044335e-005	2.13932618e-005	46.9	2.62667	0	0	3
117	136	0	1.6115719	293.200766	293.200753	293.200727	293.20077	4.37011576e-005	2.13932618e-005	48.9	2.60589	0	0	3
118	137	0	1.62534602	293.200771	293.200754	293.200727	293.200771	4.47384623e-005	2.13932618e-005	47.8	2.62308	0	0	3
119	138	0	1.63912014	293.200769	293.200756	293.20073	293.200771	4.1020375e-005	2.13932618e-005	52.1	2.60762	0	0	3
120	140	0	1.65289426	293.20077	293.200757	293.20073	293.200771	4.1020375e-005	2.13932618e-005	52.1	2.6179	0	0	3
121	141	0	1.66666838	293.200769	293.200758	293.200735	293.200771	3.66050917e-005	2.13932618e-005	58.4	2.61248	0	0	3
122	142	0	1.6804425	293.200773	293.200759	293.200735	293.200773	3.82510009e-005	2.13932618e-005	55.9	2.63143	0	0	3
123	144	0	1.69421662	293.20077	293.20076	293.20074	293.200773	3.33831701e-005	2.13932618e-005	64	2.58712	0	0	3
124	145	0	1.70799074	293.200771	293.20076	293.200742	293.200773	3.09762883e-005	2.13932618e-005	69	2.6336	0	0	3
125	146	0	1.72176486	293.200767	293.200761	293.200743	293.200773	3.06009158e-005	2.13932618e-005	69.9	2.60423	0	0	3
126	147	0	1.73553897	293.200772	293.200762	293.200743	293.200773	3.06009158e-005	2.13932618e-005	69.9	2.62232	0	0	3
127	149	0	1.74931309	293.20077	293.200762	293.200743	293.200773	3.06009158e-005	2.13932618e-005	69.9	2.62112	0	0	3
128	150	0	1.76308721	293.20077	293.200763	293.200743	293.200773	3.06009158e-005	2.13932618e-005	69.9	2.62454	0	0	3
129	151	0	1.77686133	293.200769	293.200763	293.20075	293.200773	2.30792477e-005	2.13932618e-005	92.6	2.61002	0	0	3
130	152	0	1.79063545	293.200773	293.200764	293.200751	293.200773	2.18610103e-005	2.13932618e-005	97.8	2.62625	0	0	3
131	154	0	1.80440957	293.200771	293.200764	293.200751	293.200773	2.18610103e-005	2.13932618e-005	97.8	2.59738	0	0	3
132	155	0	1.81818369	293.200774	293.200765	293.200751	293.200774	2.23055414e-005	2.13932618e-005	95.9	2.6269	0	0	3
133	156	0	1.83195781	293.200772	293.200765	293.200751	293.200774	2.23055414e-005	2.13932618e-005	95.9	2.60658	0	0	3
134	157	0	1.84573192	293.200776	293.200766	293.200751	293.200776	2.46988824e-005	2.13932618e-005	86.6	2.62424	0	0	3
135	159	0	1.85950604	293.200772	293.200766	293.200751	293.200776	2.46988824e-005	2.13932618e-005	86.6	2.61305	0	0	3
136	160	0	1.87328016	293.200772	293.200766	293.200751	293.200776	2.46988824e-005	2.13932618e-005	86.6	2.62159	0	0	3
137	161	0	1.88705428	293.20077	293.200767	293.200751	293.200776	2.46988824e-005	2.13932618e-005	86.6	2.61085	0	0	3
138	162	0	1.9008284	293.200774	293.200768	293.200757	293.200776	1.89599386e-005	2.13932618e-005	100	2.63041	0	0	3
