Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
18	19	0	0.261440901	293.2	293.2	293.2	293.2	7.35667527e-010	0	0	2.20628e-006	0	0	3
19	19	0	0.275965396	293.2	293.2	293.2	293.2	7.48968887e-010	0	0	2.20128e-006	0	0	3
20	20	0	0.29048989	293.2	293.2	293.2	293.2	7.60337571e-010	0	0	2.19114e-006	0	0	3
21	21	0	0.305014385	293.2	293.2	293.2	293.2	7.69716735e-010	0	0	2.17117e-006	0	0	3
22	23	0	0.319538879	293.2	293.2	293.2	293.2	7.77163223e-010	0	0	2.14841e-006	0	0	3
23	24	0	0.334063374	293.2	293.2	293.2	293.2	7.82790721e-010	0	0	2.12628e-006	0	0	3
24	24	0	0.348587868	293.2	293.2	293.2	293.2	7.864287e-010	0	0	2.1072e-006	0	0	3
25	25	0	0.363112363	293.2	293.2	293.2	293.2	7.8858875e-010	0	0	2.09159e-006	0	0	3
26	26	0	0.377636857	293.2	293.2	293.2	293.2	7.90294052e-010	0	0	2.07553e-006	0	0	3
27	27	0	0.392161352	293.2	293.2	293.2	293.2	7.93022537e-010	0	0	2.06552e-006	0	0	3
28	28	0	0.406685846	293.2	293.2	293.2	293.2	7.96774202e-010	0	0	2.05841e-006	0	0	3
29	29	0	0.421210341	293.2	293.2	293.2	293.2	8.01207989e-010	0	0	2.05418e-006	0	0	3
30	30	0	0.435734835	293.2	293.2	293.2	293.2	8.05755462e-010	0	0	2.05179e-006	0	0	3
31	31	0	0.45025933	293.2	293.2	293.2	293.2	8.10189249e-010	0	0	2.0504e-006	0	0	3
32	32	0	0.464783824	293.2	293.2	293.2	293.2	8.14281975e-010	0	0	2.04829e-006	0	0	3
33	33	0	0.479308319	293.2	293.2	293.2	293.2	8.18033641e-010	0	0	2.0482e-006	0	0	3
34	34	0	0.493832813	293.2	293.2	293.2	293.2	8.21387403e-010	0	0	2.0485e-006	0	0	3
35	35	0	0.508357308	293.2	293.2	293.2	293.2	8.2434326e-010	0	0	2.04712e-006	0	0	3
36	36	0	0.522881802	293.2	293.2	293.2	293.2	7.82847565e-010	0	0	2.04876e-006	0	0	3
37	37	0	0.537406297	293.2	293.2	293.2	293.2	7.37941264e-010	0	0	2.049e-006	0	0	3
38	38	0	0.551930791	293.2	293.2	293.2	293.2	6.30052455e-010	0	0	2.04543e-006	0	0	3
39	39	0	0.566455286	293.2	293.2	293.2	293.2	5.19207788e-010	0	0	2.04976e-006	0	0	3
40	40	0	0.58097978	293.2	293.2	293.2	293.2	4.04213552e-010	0	0	2.04741e-006	0	0	3
41	41	0	0.595504275	293.2	293.2	293.2	293.2	3.01838554e-010	0	0	2.04678e-006	0	0	3
42	42	0	0.610028769	293.2	293.2	293.2	293.2	2.15891305e-010	0	0	2.04789e-006	0	0	3
43	43	0	0.624553264	293.2	293.2	293.2	293.2	2.28055796e-010	0	0	2.04829e-006	0	0	3
44	43	0	0.639077758	293.2	293.2	293.2	293.2	2.47041498e-010	0	0	2.04581e-006	0	0	3
45	44	0	0.653602253	293.2	293.2	293.2	293.2	2.67448286e-010	0	0	2.04718e-006	0	0	3
46	45	0	0.668126747	293.2	293.2	293.2	293.2	2.85524493e-010	0	0	2.04873e-006	0	0	3
47	46	0	0.682651242	293.2	293.2	293.2	293.2	2.92516233e-010	0	0	2.04789e-006	0	0	3
48	47	0	0.697175736	293.2	293.2	293.2	293.2	2.64947175e-010	0	0	2.04563e-006	0	0	3
49	48	0	0.711700231	293.2	293.2	293.2	293.2	2.40675035e-010	0	0	2.04782e-006	0	0	3
50	49	0	0.726224725	293.2	293.2	293.2	293.2	2.19870344e-010	0	0	2.04858e-006	0	0	3
51	50	0	0.74074922	293.2	293.2	293.2	293.2	2.01964667e-010	0	0	2.04884e-006	0	0	3
52	51	0	0.755273714	293.2	293.2	293.2	293.2	1.86446414e-010	0	0	2.04541e-006	0	0	3
53	52	0	0.769798209	293.2	293.2	293.2	293.2	1.73145054e-010	0	0	2.05009e-006	0	0	3
54	53	0	0.784322703	293.2	293.2	293.2	293.2	1.6177637e-010	0	0	2.04591e-006	0	0	3
55	54	0	0.798847198	293.2	293.2	293.2	293.2	1.52397206e-010	0	0	2.04724e-006	0	0	3
56	55	0	0.813371692	293.2	293.2	293.2	293.2	1.44950718e-010	0	0	2.04819e-006	0	0	3
57	57	0	0.827896187	293.2	293.2	293.2	293.2	1.3932322e-010	0	0	2.048e-006	0	0	3
58	58	0	0.842420682	293.2	293.2	293.2	293.2	1.38300038e-010	0	0	2.04642e-006	0	0	3
59	59	0	0.856945176	293.2	293.2	293.2	293.2	1.48361323e-010	0	0	2.04721e-006	0	0	3
60	60	0	0.871469671	293.2	293.2	293.2	293.2	1.58024704e-010	0	0	2.04842e-006	0	0	3
61	61	0	0.885994165	293.2	293.2	293.2	293.2	1.67801772e-010	0	0	2.0488e-006	0	0	3
62	62	0	0.90051866	293.2	293.2	293.2	293.2	1.78886239e-010	0	0	2.04626e-006	0	0	3
63	63	0	0.915043154	293.2	293.2	293.2	293.2	1.91391791e-010	0	0	2.04777e-006	0	0	3
64	65	0	0.929567649	293.2	293.2	293.2	293.2	2.04977368e-010	0	0	2.04926e-006	0	0	3
65	66	0	0.944092143	293.2	293.2	293.2	293.2	2.1930191e-010	0	0	2.04839e-006	0	0	3
66	67	0	0.958616638	293.2	293.2	293.2	293.2	2.34251729e-010	0	0	2.04609e-006	0	0	3
67	68	0	0.973141132	293.2	293.2	293.2	293.2	2.49485765e-010	0	0	2.04826e-006	0	0	3
68	69	0	0.987665627	293.2	293.2	293.2	293.2	2.64947175e-010	0	0	2.04899e-006	0	0	3
69	70	0	1.00219012	293.2	293.2	293.2	293.2	2.80579115e-010	2.932e-006	100	2.04922e-006	0	0	3
