Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
46	45	0	0.668126747	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353551	0	0	3
47	46	0	0.682651242	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353681	0	0	3
48	47	0	0.697175736	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353578	0	0	3
49	48	0	0.711700231	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353714	0	0	3
50	49	0	0.726224725	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353595	0	0	3
51	50	0	0.74074922	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353736	0	0	3
52	51	0	0.755273714	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353625	0	0	3
53	52	0	0.769798209	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353754	0	0	3
54	53	0	0.784322703	101325	101325	101325	101325	4.57177521e-007	0	0	0.00353644	0	0	3
55	54	0	0.798847198	101325	101325	101325	101325	4.38842108e-007	0	0	0.00353779	0	0	3
56	55	0	0.813371692	101325	101325	101325	101325	4.09796485e-007	0	0	0.00353655	0	0	3
57	57	0	0.827896187	101325	101325	101325	101325	3.82380676e-007	0	0	0.0035378	0	0	3
58	58	0	0.842420682	101325	101325	101325	101325	3.58195393e-007	0	0	0.00353673	0	0	3
59	59	0	0.856945176	101325	101325	101325	101325	3.39423423e-007	0	0	0.00353806	0	0	3
60	60	0	0.871469671	101325	101325	101325	101325	1.89684215e-007	0	0	0.00353679	0	0	3
61	61	0	0.885994165	101325	101325	101325	101325	1.26878149e-007	0	0	0.00353804	0	0	3
62	62	0	0.90051866	101325	101325	101325	101325	1.26878149e-007	0	0	0.00353704	0	0	3
63	63	0	0.915043154	101325	101325	101325	101325	1.05588697e-007	0	0	0.00353839	0	0	3
64	65	0	0.929567649	101325	101325	101325	101325	6.98491931e-008	0	0	0.00353713	0	0	3
65	66	0	0.944092143	101325	101325	101325	101325	3.82569851e-008	0	0	0.00353839	0	0	3
66	67	0	0.958616638	101325	101325	101325	101325	1.99506758e-008	0	0	0.00353736	0	0	3
67	68	0	0.973141132	101325	101325	101325	101325	1.04046194e-008	0	0	0.00353871	0	0	3
68	69	0	0.987665627	101325	101325	101325	101325	6.70843292e-009	0	0	0.0035375	0	0	3
69	70	0	1.00219012	101325	101325	101325	101325	3.44880391e-009	0.00101325	100	0.00353891	0	0	3
